Id,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,OverallQual,OverallCond,SalePrice
906,Reg,Gtl,TA,TA,TA,TA,No,Rec,LwQ,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,5,5,128000
907,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,255000
908,IR1,Gtl,Gd,TA,Gd,TA,No,Rec,Unf,Gd,Gd,Typ,Gd,Fin,Fa,TA,Y,NA,NA,7,7,250000
909,IR1,Mod,TA,TA,Gd,TA,Av,BLQ,ALQ,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,5,131000
910,IR2,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,5,174000
911,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,154300
912,IR1,Mod,TA,TA,Gd,Gd,Av,ALQ,Unf,TA,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,143500
913,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Min1,NA,Unf,TA,TA,Y,NA,MnPrv,5,7,88000
914,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,145000
915,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,173733
916,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,75000
917,Reg,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,2,3,35311
918,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,4,6,135000
919,IR1,Gtl,Gd,TA,Ex,TA,Mn,BLQ,GLQ,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,GdPrv,7,5,238000
920,IR1,Gtl,Ex,TA,Gd,TA,No,ALQ,BLQ,Ex,TA,Min1,TA,Unf,TA,TA,Y,NA,NA,6,8,176500
921,IR1,Gtl,Gd,Gd,Gd,Gd,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,201000
922,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,TA,Typ,NA,NA,NA,NA,N,NA,GdPrv,5,7,145900
923,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,5,169990
924,Reg,Gtl,Gd,TA,Gd,TA,No,LwQ,GLQ,Ex,Gd,Typ,Fa,RFn,TA,TA,Y,NA,NA,6,5,193000
925,Reg,Gtl,TA,Gd,Gd,TA,No,BLQ,LwQ,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,6,6,207500
926,IR1,Gtl,TA,TA,Gd,TA,Av,ALQ,LwQ,TA,Ex,Typ,NA,RFn,TA,TA,Y,NA,NA,5,6,175000
927,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,285000
928,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,TA,Typ,Gd,RFn,TA,TA,Y,NA,GdPrv,7,5,176000
929,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Ex,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,236500
930,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,222000
931,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,8,5,201000
932,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Rec,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,GdWo,5,6,117500
933,IR1,Gtl,Ex,TA,Ex,Gd,No,Unf,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,320000
934,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,190000
935,IR2,Mod,TA,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,7,242000
936,IR1,Gtl,TA,Gd,Fa,TA,Mn,Unf,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,79900
937,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,184900
938,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,253000
939,Reg,Gtl,Gd,TA,Gd,Gd,Mn,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,239799
940,Reg,Gtl,TA,Gd,TA,TA,Mn,Unf,Unf,Ex,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,7,7,244400
941,IR1,Gtl,TA,TA,TA,TA,Gd,Rec,LwQ,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,150900
942,IR1,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,GdPrv,7,5,214000
943,IR1,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,TA,Typ,NA,NA,NA,NA,N,NA,NA,4,3,150000
944,Reg,Gtl,TA,TA,TA,TA,Av,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,P,NA,NA,5,4,143000
945,IR1,Gtl,TA,TA,TA,TA,No,GLQ,Rec,Gd,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,6,137500
946,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnWw,5,6,124900
947,Reg,Gtl,TA,Gd,TA,TA,Av,ALQ,BLQ,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,5,6,143000
948,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,270000
949,IR1,Gtl,Gd,TA,Gd,TA,NA,Unf,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,192500
950,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,6,7,197500
951,Reg,Gtl,TA,TA,TA,TA,No,ALQ,BLQ,Gd,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,5,8,129000
952,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,5,119900
953,Reg,Gtl,TA,Gd,Gd,TA,Av,GLQ,Unf,Gd,TA,Typ,NA,Fin,TA,TA,Y,NA,MnPrv,5,8,133900
954,IR1,Mod,TA,TA,TA,TA,Av,ALQ,LwQ,Ex,TA,Min2,Po,RFn,TA,TA,Y,NA,MnPrv,5,4,172000
955,IR1,Gtl,TA,TA,Gd,Gd,Gd,GLQ,Unf,TA,TA,Typ,NA,NA,NA,NA,Y,NA,NA,6,5,127500
956,IR1,Gtl,TA,TA,Gd,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,6,145000
957,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,TA,Typ,TA,Fin,TA,TA,Y,NA,GdPrv,6,6,124000
958,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,5,5,132000
959,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,185000
960,Reg,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,155000
961,IR1,Gtl,TA,Gd,TA,TA,Gd,BLQ,Unf,Gd,TA,Typ,NA,NA,NA,NA,Y,NA,NA,5,7,116500
962,IR1,Gtl,TA,Gd,Gd,Gd,No,ALQ,Unf,TA,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,7,272000
963,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,6,6,155000
964,IR1,Gtl,Gd,TA,Ex,TA,No,Unf,Unf,Ex,Ex,Typ,NA,Fin,TA,TA,Y,NA,NA,9,5,239000
965,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,214900
966,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,5,178900
967,IR1,Gtl,Gd,Gd,TA,Fa,No,Rec,Unf,Ex,TA,Min2,TA,Unf,TA,TA,Y,NA,NA,5,7,160000
968,IR1,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,135000
969,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,TA,Typ,NA,NA,NA,NA,Y,NA,GdWo,3,6,37900
970,Reg,Gtl,TA,Fa,TA,TA,Gd,ALQ,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,140000
971,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,NA,NA,NA,Y,NA,NA,4,4,135000
972,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,173000
973,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,6,5,99500
974,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,182000
975,IR1,Gtl,TA,Gd,Gd,TA,No,Unf,Unf,TA,Gd,Typ,NA,Unf,TA,TA,Y,NA,GdPrv,7,8,167500
976,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,165000
977,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Fa,Typ,NA,NA,NA,NA,Y,NA,NA,4,7,85500
978,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,199900
979,Reg,Mod,TA,TA,TA,TA,No,LwQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,110000
980,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,6,139000
981,IR1,Gtl,Ex,TA,TA,TA,Av,ALQ,Unf,Gd,Ex,Typ,NA,RFn,TA,TA,Y,NA,NA,7,9,178400
982,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,336000
983,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,159895
984,Reg,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,Gd,Typ,Gd,Unf,TA,TA,Y,NA,NA,8,5,255900
985,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,126000
986,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,125000
987,Reg,Gtl,TA,Gd,TA,Fa,No,Unf,Unf,Gd,Gd,Typ,NA,Unf,Fa,TA,Y,NA,NA,6,8,117000
988,IR1,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,395192
989,IR1,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,6,6,195000
990,Reg,Gtl,Gd,TA,Gd,Gd,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,197000
991,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,348000
992,Reg,Gtl,Gd,Gd,TA,TA,No,BLQ,Unf,Gd,Gd,Typ,Gd,Unf,TA,TA,P,NA,NA,8,9,168000
993,Reg,Mod,TA,TA,TA,TA,Gd,BLQ,Rec,Gd,Gd,Typ,Fa,RFn,TA,TA,Y,NA,MnWw,6,8,187000
994,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,173900
995,Reg,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,10,5,337500
996,IR1,Mod,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,4,7,121600
997,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,136500
998,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,6,185000
999,Reg,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Fa,TA,Typ,Gd,Unf,TA,Fa,P,NA,NA,3,4,91000
1000,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,206000
1001,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Fa,Fa,Min1,NA,Unf,TA,Fa,Y,NA,NA,3,3,82000
1002,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,Ex,Typ,NA,Unf,Fa,TA,N,NA,NA,5,6,86000
1003,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,232000
1004,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,136905
1005,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,181000
1006,Reg,Gtl,Gd,TA,Gd,Gd,Av,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,8,149900
1007,IR3,Gtl,TA,TA,Gd,TA,No,LwQ,Unf,Gd,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,6,3,163500
1008,Reg,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,4,4,88000
1009,IR1,Gtl,Gd,TA,Ex,TA,Mn,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,240000
1010,Reg,Gtl,TA,Fa,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,NA,NA,NA,P,NA,NA,5,5,102000
1011,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,5,135000
1012,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,TA,Typ,NA,NA,NA,NA,Y,NA,NA,5,5,100000
1013,Reg,Gtl,TA,Gd,TA,Fa,No,Unf,Unf,TA,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,6,7,165000
1014,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,TA,Maj2,NA,Unf,TA,TA,Y,NA,NA,5,4,85000
1015,Reg,Gtl,TA,TA,TA,Fa,No,BLQ,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,5,119200
1016,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,8,6,227000
1017,Reg,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,203000
1018,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Gd,Gd,Typ,Ex,RFn,TA,TA,Y,NA,NA,8,5,187500
1019,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,160000
1020,Reg,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,213490
1021,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,4,5,176000
1022,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,194000
1023,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Gd,TA,Typ,NA,Unf,Fa,Fa,Y,NA,NA,5,5,87000
1024,Reg,Gtl,Gd,TA,Gd,Gd,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,191000
1025,IR1,Gtl,Gd,TA,Gd,TA,Av,ALQ,LwQ,TA,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,6,287000
1026,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Rec,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,5,112500
1027,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,5,167500
1028,IR1,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,293077
1029,Reg,Gtl,TA,TA,TA,TA,No,Rec,BLQ,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,5,105000
1030,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,7,118000
1031,Reg,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,Gd,TA,Typ,NA,NA,NA,NA,N,NA,NA,5,8,160000
1032,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Ex,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,7,3,197000
1033,IR1,Gtl,Gd,Gd,Gd,Gd,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,7,310000
1034,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,230000
1035,Reg,Gtl,TA,Gd,Fa,Fa,No,Unf,Unf,Ex,Fa,Typ,Gd,Unf,Fa,TA,Y,NA,MnPrv,5,7,119750
1036,IR1,Gtl,TA,Gd,NA,NA,NA,NA,NA,Ex,TA,Typ,NA,Unf,TA,TA,N,NA,NA,4,3,84000
1037,IR1,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,Y,NA,NA,9,5,315500
1038,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,287000
1039,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,TA,NA,NA,NA,Y,NA,NA,4,6,97000
1040,Reg,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,4,80000
1041,Reg,Gtl,TA,TA,TA,TA,No,Rec,BLQ,Ex,TA,Maj1,TA,RFn,TA,TA,Y,NA,GdPrv,5,4,155000
1042,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Rec,Gd,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,6,8,173000
1043,IR1,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,5,196000
1044,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Ex,Unf,TA,TA,Y,NA,NA,7,5,262280
1045,Reg,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,TA,Gd,Typ,Gd,Fin,TA,TA,Y,NA,MnPrv,8,5,278000
1046,IR1,Gtl,TA,TA,NA,NA,NA,NA,NA,Ex,TA,Min2,Gd,Unf,TA,TA,Y,NA,NA,3,5,139600
1047,IR1,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,556581
1048,IR2,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,145000
1049,Reg,Gtl,TA,Fa,NA,NA,NA,NA,NA,TA,TA,Min1,TA,Unf,TA,TA,Y,NA,GdPrv,5,4,115000
1050,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,4,7,84900
1051,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,176485
1052,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,200141
1053,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,GdPrv,6,6,165000
1054,Reg,Mod,TA,TA,TA,TA,Av,Rec,Unf,Ex,TA,Min2,Gd,Unf,TA,TA,Y,NA,NA,5,6,144500
1055,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,255000
1056,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,TA,Typ,TA,Fin,TA,TA,Y,NA,MnPrv,6,5,180000
1057,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,185850
1058,IR2,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,6,248000
1059,IR1,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,335000
1060,IR1,Mod,TA,TA,TA,TA,Mn,Rec,LwQ,TA,TA,Typ,Gd,Unf,TA,Fa,Y,NA,NA,6,7,220000
1061,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,8,5,213500
1062,Reg,Gtl,Fa,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,3,4,81000
1063,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Min2,NA,Unf,TA,TA,Y,NA,NA,5,5,90000
1064,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Gd,Gd,Typ,Gd,Unf,TA,TA,Y,NA,MnPrv,6,6,110500
1065,IR1,Gtl,TA,TA,TA,TA,Mn,BLQ,Rec,Ex,TA,Typ,Po,RFn,TA,TA,Y,NA,MnPrv,5,6,154000
1066,Reg,Mod,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,328000
1067,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,7,178000
1068,Reg,Mod,TA,TA,TA,TA,Gd,GLQ,LwQ,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,6,6,167900
1069,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Gd,TA,Maj1,Gd,Fin,TA,TA,Y,NA,GdPrv,6,4,151400
1070,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,135000
1071,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,135000
1072,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,6,154000
1073,Reg,Gtl,TA,TA,Fa,Fa,Mn,Unf,Unf,Fa,TA,Typ,TA,Unf,TA,TA,P,NA,NA,5,3,91500
1074,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Fin,TA,TA,Y,NA,MnPrv,6,6,159500
1075,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,194000
1076,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,7,6,219500
1077,Reg,Gtl,TA,TA,Fa,TA,No,ALQ,Unf,Gd,Gd,Min1,TA,Unf,TA,TA,Y,NA,NA,5,8,170000
1078,IR1,Gtl,TA,TA,TA,TA,Mn,BLQ,Rec,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,5,5,138800
1079,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,5,155900
1080,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,126000
1081,Reg,Gtl,Gd,Gd,TA,TA,No,ALQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,7,145000
1082,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,TA,Typ,NA,Fin,TA,TA,Y,NA,MnPrv,5,5,133000
1083,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,192000
1084,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,Gd,RFn,TA,TA,Y,NA,MnPrv,6,6,160000
1085,IR2,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Gd,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,5,187500
