Id,MSZoning,Street,Alley,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,GarageType,SaleType,SaleCondition,MSSubClass,Electrical,MiscFeature,SalePrice
449,RM,Pave,NA,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA,119500
450,RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA,120000
451,RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,30,FuseA,NA,110000
452,RL,Pave,NA,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,280000
453,RL,Pave,NA,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,204000
454,FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,210000
455,RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Detchd,WD,Family,90,SBrkr,NA,188000
456,RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,175500
457,RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,N,Detchd,COD,Abnorml,70,SBrkr,NA,98000
458,RL,Pave,NA,Low,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,256000
459,RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,PConc,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA,161000
460,RL,Pave,NA,Bnk,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkCmn,CBlock,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA,110000
461,FV,Pave,NA,Lvl,AllPub,Inside,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,BuiltIn,New,Partial,60,SBrkr,NA,263435
462,RL,Pave,NA,Lvl,AllPub,Inside,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA,155000
463,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,62383
464,RL,Pave,NA,HLS,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,None,CBlock,GasA,Y,Detchd,WD,Normal,70,FuseA,NA,188700
465,RL,Pave,NA,HLS,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,NA,WD,Normal,20,SBrkr,NA,124000
466,RM,Pave,NA,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA,178740
467,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,167000
468,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Y,Attchd,WD,Normal,70,SBrkr,NA,146500
469,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,250000
470,RL,Pave,NA,Lvl,AllPub,Corner,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,187000
471,RL,Pave,NA,Lvl,AllPub,Corner,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA,212000
472,RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,190000
473,RM,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Basment,WD,Normal,180,SBrkr,NA,148000
474,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,440000
475,RL,Pave,NA,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA,251000
476,RL,Pave,NA,Lvl,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,132500
477,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,208900
478,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,380000
479,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,297000
480,RM,Pave,NA,Bnk,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,BrkCmn,BrkTil,GasA,Y,Detchd,WD,Alloca,30,SBrkr,NA,89471
481,RL,Pave,NA,Lvl,AllPub,FR2,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,326000
482,RL,Pave,NA,HLS,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,374000
483,RM,Pave,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,PConc,GasA,Y,Attchd,WD,Normal,70,SBrkr,NA,155000
484,RM,Pave,NA,Lvl,AllPub,FR2,Mitchel,Norm,Norm,Twnhs,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA,164000
485,RL,Pave,NA,Lvl,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,132500
486,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,147000
487,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,156000
488,RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,175000
489,RL,Pave,NA,Lvl,AllPub,Corner,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,Attchd,ConLD,Normal,190,FuseA,NA,160000
490,RM,Pave,NA,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,Attchd,WD,Normal,180,SBrkr,NA,86000
491,RM,Pave,NA,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,BuiltIn,WD,Normal,160,SBrkr,NA,115000
492,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,50,FuseA,NA,133000
493,RL,Pave,NA,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA,172785
494,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,Detchd,WD,Normal,20,FuseA,NA,155000
495,RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Attchd,WD,Normal,30,FuseA,NA,91300
496,C (all),Pave,NA,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,NA,WD,Abnorml,30,FuseA,NA,34900
497,RL,Pave,NA,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,430000
498,RL,Pave,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA,184000
499,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,130000
500,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,Shed,120000
501,RM,Pave,NA,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA,113000
502,FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,226700
503,RL,Pave,NA,Lvl,AllPub,Corner,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,Shed,140000
504,RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,289000
505,RL,Pave,NA,Lvl,AllPub,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,Attchd,WD,Normal,160,SBrkr,NA,147000
506,RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Detchd,COD,Normal,90,SBrkr,NA,124500
507,RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,215000
508,FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,208300
509,RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA,161000
510,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,124500
511,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,CBlock,GasA,Y,CarPort,WD,Normal,20,SBrkr,Shed,164900
512,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,120,SBrkr,NA,202665
513,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,129900
514,RL,Pave,NA,Bnk,AllPub,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,134000
515,RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,Grav,N,Detchd,WD,Normal,45,SBrkr,NA,96500
516,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,402861
517,RL,Pave,NA,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,COD,Abnorml,80,SBrkr,NA,158000
518,RL,Pave,NA,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,265000
519,RL,Pave,NA,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,211000
520,RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA,234000
521,RL,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,NA,WD,Normal,190,FuseA,NA,106250
522,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA,150000
523,RM,Pave,NA,Lvl,AllPub,Corner,BrkSide,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA,159000
524,RL,Pave,NA,Bnk,AllPub,Inside,Edwards,PosN,PosN,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,BuiltIn,New,Partial,60,SBrkr,NA,184750
525,RL,Pave,NA,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,315750
526,FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,176000
527,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,132000
528,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA,446261
529,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,NA,WD,Normal,30,SBrkr,NA,86000
530,RL,Pave,NA,Lvl,AllPub,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Stone,NA,PConc,GasA,Y,Attchd,WD,Alloca,20,SBrkr,NA,200624
531,RL,Pave,NA,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Abnorml,80,SBrkr,NA,175000
532,RM,Pave,NA,Lvl,AllPub,FR3,BrkSide,RRNn,Feedr,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA,128000
533,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Slab,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,107500
534,RL,Pave,NA,Low,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Slab,GasA,N,NA,WD,Normal,20,FuseF,NA,39300
535,RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,178000
536,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,NA,WD,Normal,190,SBrkr,NA,107500
537,RL,Pave,NA,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,188000
538,RL,Pave,NA,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,COD,Normal,20,SBrkr,NA,111250
539,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,158000
540,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,Shed,272000
541,RL,Pave,NA,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,315000
542,RL,Pave,NA,Lvl,AllPub,FR2,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,248000
543,RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,213250
544,RH,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA,133000
545,RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA,179665
546,RL,Pave,NA,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA,229000
547,RL,Pave,NA,Bnk,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,FuseA,NA,210000
548,RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,85,SBrkr,NA,129500
549,RM,Pave,NA,HLS,AllPub,Inside,OldTown,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,125000
550,FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,263000
551,RL,Pave,NA,Lvl,AllPub,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,COD,Abnorml,120,SBrkr,NA,140000
552,RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA,112500
553,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,255500
554,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,108000
555,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,284000
556,RM,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,45,FuseA,NA,113000
557,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA,141000
558,C (all),Pave,NA,Low,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,CarPort,COD,Normal,50,SBrkr,NA,108000
559,RL,Pave,NA,HLS,AllPub,FR2,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,175000
560,RL,Pave,NA,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA,234000
561,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,121500
562,RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,170000
563,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,NA,WD,Normal,30,SBrkr,NA,108000
564,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA,185000
565,RL,Pave,NA,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,268000
566,RL,Pave,NA,Bnk,AllPub,Corner,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,N,Detchd,WD,Normal,70,FuseF,NA,128000
567,RL,Pave,NA,Lvl,AllPub,Inside,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,325000
568,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,214000
569,RL,Pave,NA,Low,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,BuiltIn,WD,Normal,50,SBrkr,NA,316600
570,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,90,SBrkr,NA,135960
571,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,90,SBrkr,NA,142600
