MSZoning,Street,Alley,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,GarageType,SaleType,SaleCondition,MSSubClass,Electrical,MiscFeature
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,Shed
RM,Pave,NA,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA
FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,Shed
RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,Attchd,WD,Normal,160,SBrkr,NA
RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Detchd,COD,Normal,90,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,CBlock,GasA,Y,CarPort,WD,Normal,20,SBrkr,Shed
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,Grav,N,Detchd,WD,Normal,45,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,COD,Abnorml,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA
RL,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,NA,WD,Normal,190,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA
RM,Pave,NA,Lvl,AllPub,Corner,BrkSide,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Inside,Edwards,PosN,PosN,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,BuiltIn,New,Partial,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,NA,WD,Normal,30,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Stone,NA,PConc,GasA,Y,Attchd,WD,Alloca,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Abnorml,80,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,FR3,BrkSide,RRNn,Feedr,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Slab,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Low,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Slab,GasA,N,NA,WD,Normal,20,FuseF,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,NA,WD,Normal,190,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,COD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,Shed
RL,Pave,NA,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RH,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,85,SBrkr,NA
RM,Pave,NA,HLS,AllPub,Inside,OldTown,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,COD,Abnorml,120,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,45,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA
C (all),Pave,NA,Low,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,CarPort,COD,Normal,50,SBrkr,NA
RL,Pave,NA,HLS,AllPub,FR2,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,NA,WD,Normal,30,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Corner,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,N,Detchd,WD,Normal,70,FuseF,NA
RL,Pave,NA,Lvl,AllPub,Inside,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Low,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,BuiltIn,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,90,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,90,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,CBlock,GasA,Y,Attchd,WD,Abnorml,20,SBrkr,NA
RL,Pave,NA,HLS,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,SLvl,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,CBlock,GasA,Y,BuiltIn,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,COD,Abnorml,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,Attchd,WD,Abnorml,80,SBrkr,NA
FV,Pave,Pave,Lvl,AllPub,Corner,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Detchd,WD,Abnorml,160,SBrkr,NA
RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,BrkTil,GasA,N,Attchd,WD,Normal,50,FuseF,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Grvl,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,Duplex,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,NA,WD,Normal,90,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Artery,PosA,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,75,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,1Story,Gable,CompShg,Stucco,Wd Shng,None,BrkTil,GasA,Y,Detchd,WD,Normal,30,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,WD,Normal,85,SBrkr,NA
RL,Pave,NA,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Partial,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,BrkSide,RRAn,Feedr,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,40,FuseA,Shed
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,BuiltIn,ConLI,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Other,BrkFace,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,N,Detchd,WD,Normal,70,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,Partial,120,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,Blueste,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,COD,Normal,160,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RM,Pave,NA,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD,Abnorml,60,SBrkr,NA
FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Low,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Inside,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,HLS,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,BrkFace,Wd Sdng,None,PConc,GasA,Y,Basment,WD,Alloca,70,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,PosN,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,80,SBrkr,Shed
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,NA,New,Partial,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,NA,WD,Normal,180,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,WD,Abnorml,85,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,HLS,AllPub,Corner,NAmes,Artery,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,45,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,Grvl,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,N,NA,WD,Normal,30,FuseF,NA
RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,Shed
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,AsbShng,AsbShng,BrkFace,CBlock,GasA,Y,Basment,WD,Normal,80,SBrkr,NA
